"","hospital_pk","collection_week","state","ccn","hospital_name","address","city","zip","hospital_subtype","fips_code","is_metro_micro","total_beds_7_day_avg","all_adult_hospital_beds_7_day_avg","all_adult_hospital_inpatient_beds_7_day_avg","inpatient_beds_used_7_day_avg","all_adult_hospital_inpatient_bed_occupied_7_day_avg","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg","total_adult_patients_hospitalized_confirmed_covid_7_day_avg","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg","total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg","inpatient_beds_7_day_avg","total_icu_beds_7_day_avg","total_staffed_adult_icu_beds_7_day_avg","icu_beds_used_7_day_avg","staffed_adult_icu_bed_occupancy_7_day_avg","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg","staffed_icu_adult_patients_confirmed_covid_7_day_avg","total_patients_hospitalized_confirmed_influenza_7_day_avg","icu_patients_confirmed_influenza_7_day_avg","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg","total_beds_7_day_sum","all_adult_hospital_beds_7_day_sum","all_adult_hospital_inpatient_beds_7_day_sum","inpatient_beds_used_7_day_sum","all_adult_hospital_inpatient_bed_occupied_7_day_sum","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum","total_adult_patients_hospitalized_confirmed_covid_7_day_sum","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum","total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum","inpatient_beds_7_day_sum","total_icu_beds_7_day_sum","total_staffed_adult_icu_beds_7_day_sum","icu_beds_used_7_day_sum","staffed_adult_icu_bed_occupancy_7_day_sum","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum","staffed_icu_adult_patients_confirmed_covid_7_day_sum","total_patients_hospitalized_confirmed_influenza_7_day_sum","icu_patients_confirmed_influenza_7_day_sum","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum","total_beds_7_day_coverage","all_adult_hospital_beds_7_day_coverage","all_adult_hospital_inpatient_beds_7_day_coverage","inpatient_beds_used_7_day_coverage","all_adult_hospital_inpatient_bed_occupied_7_day_coverage","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage","total_adult_patients_hospitalized_confirmed_covid_7_day_coverage","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage","total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage","inpatient_beds_7_day_coverage","total_icu_beds_7_day_coverage","total_staffed_adult_icu_beds_7_day_coverage","icu_beds_used_7_day_coverage","staffed_adult_icu_bed_occupancy_7_day_coverage","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage","staffed_icu_adult_patients_confirmed_covid_7_day_coverage","total_patients_hospitalized_confirmed_influenza_7_day_coverage","icu_patients_confirmed_influenza_7_day_coverage","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage","previous_day_admission_adult_covid_confirmed_7_day_sum","previous_day_admission_adult_covid_confirmed_18_19_7_day_sum","previous_day_admission_adult_covid_confirmed_20_29_7_day_sum","previous_day_admission_adult_covid_confirmed_30_39_7_day_sum","previous_day_admission_adult_covid_confirmed_40_49_7_day_sum","previous_day_admission_adult_covid_confirmed_50","previous_day_admission_adult_covid_confirmed_60","previous_day_admission_adult_covid_confirmed_70","previous_day_admission_adult_covid_confirmed_80","previous_day_admission_adult_covid_confirmed_unknown_7_day_sum","previous_day_admission_pediatric_covid_confirmed_7_day_sum","previous_day_covid_ed_visits_7_day_sum","previous_day_admission_adult_covid_suspected_7_day_sum","previous_day_admission_adult_covid_suspected_18","previous_day_admission_adult_covid_suspected_20","previous_day_admission_adult_covid_suspected_30","previous_day_admission_adult_covid_suspected_40","previous_day_admission_adult_covid_suspected_50","previous_day_admission_adult_covid_suspected_60","previous_day_admission_adult_covid_suspected_70_79_7_day_sum","previous_day_admission_adult_covid_suspected_80","previous_day_admission_adult_covid_suspected_unknown_7_day_sum","previous_day_admission_pediatric_covid_suspected_7_day_sum","previous_day_total_ed_visits_7_day_sum","previous_day_admission_influenza_confirmed_7_day_sum","geocoded_hospital_address"
"11","010108","2021-03-05T00:00:00.000","AL","010108","PRATTVILLE BAPTIST HOSPITAL","124 S MEMORIAL DR","PRATTVILLE",36067,"Short Term",1001,"true",86,86,66,45,45,11,10.9,0,0,66,6,6,5.7,5.7,-999999,-999999,0,0,0,602,602,462,315,315,77,76,0,0,462,42,42,40,40,22,22,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,-999999,-999999,-999999,4,-999999,-999999,-999999,0,0,0,23,5,0,0,0,-999999,-999999,0,0,-999999,0,0,538,0,"POINT (-86.450936 32.464423)"
"12","010083","2021-03-05T00:00:00.000","AL","010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","FOLEY",36535,"Short Term",1003,"true",144,140,119,75.4,75.4,4.3,4.3,0,0,123,10,10,8.1,8.1,-999999,-999999,0,0,0,1008,980,833,528,528,30,30,0,0,861,70,70,57,57,12,12,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,-999999,-999999,0,0,0,130,49,0,-999999,0,-999999,8,14,17,6,0,-999999,612,0,"POINT (-87.683187 30.426109)"
"13","010100","2021-03-05T00:00:00.000","AL","010100","THOMAS HOSPITAL","750 MORPHY AVENUE","FAIRHOPE",36532,"Short Term",1003,"true",222.4,210.4,184.6,165.1,154.4,4.7,-999999,0,0,196.6,17,17,14.3,14.3,-999999,-999999,0,0,0,1557,1473,1292,1156,1081,33,27,0,0,1376,119,119,100,100,-999999,-999999,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,0,0,-999999,-999999,0,-999999,-999999,-999999,0,0,151,-999999,0,0,0,0,-999999,0,0,0,0,0,816,0,"POINT (-87.890333 30.519999)"
"14","010129","2021-03-05T00:00:00.000","AL","010129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","BAY MINETTE",36507,"Short Term",1003,"true",71,71,58,31.3,31.3,-999999,-999999,0,0,58,5,5,-999999,-999999,0,0,0,0,0,497,497,406,219,219,8,8,0,0,406,35,35,27,27,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,0,-999999,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,257,0,"POINT (-87.783318 30.902492)"
"15","010069","2021-03-05T00:00:00.000","AL","010069","MEDICAL CENTER BARBOUR","820 W WASHINGTON ST","EUFAULA",36027,"Short Term",1005,"true",49.6,49.6,42.6,24,24,-999999,-999999,0,0,42.6,5,5,4.1,4.1,-999999,-999999,0,0,0,347,347,298,168,168,22,22,0,0,298,35,35,29,29,7,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,0,0,-999999,-999999,-999999,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,301,0,"POINT (-85.156613 31.88798)"
"16","010058","2021-03-05T00:00:00.000","AL","010058","BIBB MEDICAL CENTER","208 PIERSON AVE","CENTREVILLE",35042,"Short Term",1007,"true",34,34,30,6.7,6.7,0,0,0,0,30,0,0,0,0,0,0,0,0,0,238,238,210,47,47,0,0,0,0,210,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,252,0,"POINT (-87.147865 32.951101)"
"17","011305","2021-03-05T00:00:00.000","AL","011305","ST VINCENTS BLOUNT","150 GILBREATH DRIVE","ONEONTA",35121,"Critical Access Hospitals",1009,"true",48,48,39,8.6,8.6,-999999,-999999,0,0,39,6,6,-999999,-999999,-999999,-999999,0,0,0,336,336,273,60,60,-999999,-999999,0,0,273,42,42,16,16,-999999,-999999,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,229,0,"POINT (-86.493059 33.932537)"
"18","010110","2021-03-05T00:00:00.000","AL","010110","BULLOCK COUNTY HOSPITAL","102 WEST CONECUH AVENUE","UNION SPRINGS",36089,"Short Term",1011,"false",68,68,64,22,22,0,0,0,0,64,0,0,0,0,0,0,0,0,0,476,476,448,154,154,0,0,0,0,448,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,"POINT (-85.71638 32.146182)"
"19","010150","2021-03-05T00:00:00.000","AL","010150","REGIONAL MEDICAL CENTER OF CENTRAL ALABAMA","29 L V STABLER DRIVE","GREENVILLE",36037,"Short Term",1013,"false",46,42,33,10.4,10.4,0,0,0,0,37,6,6,4.7,4.7,0,0,0,0,0,322,294,231,73,73,0,0,0,0,259,42,42,33,33,0,0,0,0,0,7,7,7,7,7,6,6,6,6,7,7,7,7,7,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,"POINT (-86.64586 31.82945)"
"20","012011","2021-03-05T00:00:00.000","AL","012011","NOLAND HOSPITAL ANNISTON II, LLC","400 EAST 10TH STREET, 4TH FLOOR","ANNISTON",36202,"Long Term",1015,"true",19,19,19,18.1,18.1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,133,133,133,127,127,0,0,0,0,133,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-85.823353 33.657123)"
"21","010078","2021-03-05T00:00:00.000","AL","010078","NORTHEAST ALABAMA REGIONAL MEDICAL CENTER","400 EAST 10TH STREET","ANNISTON",36207,"Short Term",1015,"true",223.4,223.4,205.7,179.3,179.3,10.9,10.9,0,0,205.7,20.7,20.7,20.7,20.7,4.7,4.7,0,0,0,1564,1564,1440,1255,1255,76,76,0,0,1440,145,145,145,145,33,33,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,0,0,0,-999999,-999999,-999999,-999999,0,0,92,0,0,0,0,0,0,0,0,0,0,0,629,0,"POINT (-85.823353 33.657123)"
"22","010038","2021-03-05T00:00:00.000","AL","010038","STRINGFELLOW MEMORIAL HOSPITAL","301 EAST 18TH ST","ANNISTON",36201,"Short Term",1015,"true",77,77,65,27.6,27.6,0,0,0,0,65,6,6,4.6,4.6,0,0,0,0,0,539,539,455,193,193,0,0,0,0,455,42,42,32,32,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,280,0,"POINT (-85.825025 33.667701)"
"23","010175","2021-03-05T00:00:00.000","AL","010175","EAMC - LANIER","4800 48TH STREET","VALLEY",36854,"Short Term",1017,"true",40,40,31,14.1,14.1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,280,280,217,99,99,0,0,0,0,217,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,224,0,"POINT (-85.1702 32.82397)"
"24","010022","2021-03-05T00:00:00.000","AL","010022","FLOYD CHEROKEE MEDICAL CENTER","400 NORTHWOOD DR","CENTRE",35960,"Short Term",1019,"false",50.4,50.4,43.4,10.7,10.7,0,0,0,0,43.4,0,0,0,0,0,0,0,0,0,353,353,304,75,75,0,0,0,0,304,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,147,0,"POINT (-85.65142 34.162761)"
"25","010173","2021-03-05T00:00:00.000","AL","010173","ST VINCENT'S CHILTON","2030 LAY DAM ROAD","CLANTON",35045,"Short Term",1021,"true",49,49,39,10.7,10.7,-999999,-999999,0,0,39,6,6,-999999,-999999,-999999,-999999,0,0,0,343,343,273,75,75,11,11,0,0,273,42,42,15,15,5,5,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,-999999,0,-999999,0,-999999,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,333,0,"POINT (-86.623511 32.876585)"
"26","011304","2021-03-05T00:00:00.000","AL","011304","CHOCTAW GENERAL HOSPITAL","401 VANITY FAIR LANE, PO BOX 618","BUTLER",36904,"Critical Access Hospitals",1023,"false",35,35,28,9.1,9.1,-999999,-999999,0,0,28,0,0,0,0,0,0,0,0,0,245,245,196,64,64,-999999,-999999,0,0,196,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,0,-999999,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,94,0,""
"27","010128","2021-03-05T00:00:00.000","AL","010128","JACKSON MEDICAL CENTER","220 HOSPITAL DRIVE","JACKSON",36545,"Short Term",1025,"false",27,27,23,14.3,14.3,-999999,-999999,0,0,23,0,0,0,0,0,0,-999999,0,0,189,189,161,100,100,-999999,-999999,0,0,161,0,0,0,0,0,0,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,-999999,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,111,-999999,"POINT (-87.89318 31.530482)"
"28","010091","2021-03-05T00:00:00.000","AL","010091","GROVE HILL MEMORIAL HOSPITAL","295 JACKSON HWY S","GROVE HILL",36451,"Short Term",1025,"false",48,45,36,11.4,10.6,0,0,0,0,39,0,0,0,0,0,0,0,0,0,336,315,252,80,74,0,0,0,0,273,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,74,0,"POINT (-87.777231 31.694213)"
"29","010174","2021-03-05T00:00:00.000","AL","010174","THOMASVILLE REGIONAL MEDICAL CENTER","300 MED PARK DRIVE","THOMASVILLE",36784,"Short Term",1025,"false",43.6,43.6,35.6,-999999,-999999,-999999,-999999,0,0,35.6,0,0,0,0,0,0,0,0,0,305,305,249,26,26,-999999,-999999,0,0,249,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,0,0,-999999,0,0,5,0,0,0,0,0,0,0,0,0,0,0,118,0,""
"30","010073","2021-03-05T00:00:00.000","AL","010073","CLAY COUNTY HOSPITAL","83825 HIGHWAY 9    P O BOX 1270","ASHLAND",36251,"Short Term",1027,"false",37,36,31,13.4,13.4,0,0,0,0,32,4,4,0,0,0,0,0,0,0,259,252,217,94,94,0,0,0,0,224,28,28,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,68,0,""
"31","010049","2021-03-05T00:00:00.000","AL","010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE",36330,"Short Term",1031,"true",81,81,69,37.9,37.9,-999999,-999999,0,0,69,7,7,6,6,0,-999999,-999999,-999999,0,567,567,483,265,265,11,9,0,0,483,49,49,42,42,0,-999999,5,5,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,0,-999999,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,356,-999999,"POINT (-85.855308 31.318191)"
"32","010157","2021-03-05T00:00:00.000","AL","010157","SHOALS HOSPITAL","201 WEST AVALON AVENUE","MUSCLE SHOALS",35661,"Short Term",1033,"true",121,121,112,65.1,65.1,0,0,0,0,112,0,0,0,0,0,0,0,0,0,847,847,784,456,456,0,0,0,0,784,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,168,0,"POINT (-87.676511 34.744941)"
"33","010019","2021-03-05T00:00:00.000","AL","010019","HELEN KELLER MEMORIAL HOSPITAL","1300 SOUTH MONTGOMERY AVENUE","SHEFFIELD",35660,"Short Term",1033,"true",196,180,159,100.4,97.9,9.7,6.7,0,0,175,18,18,13.3,13.3,5,4.9,-999999,0,0,1372,1260,1113,703,685,68,47,0,0,1225,126,126,93,93,35,34,4,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,-999999,0,-999999,0,-999999,0,0,53,0,0,0,0,0,0,0,0,0,0,0,574,0,"POINT (-87.698866 34.748249)"
"34","010148","2021-03-05T00:00:00.000","AL","010148","EVERGREEN MEDICAL CENTER","101 CRESTVIEW AVENUE","EVERGREEN",36401,"Short Term",1035,"false",31,31,27,16.7,16.7,-999999,-999999,0,0,27,0,0,0,0,0,0,0,0,0,217,217,189,117,117,11,-999999,0,0,189,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,6,4,0,-999999,0,0,-999999,-999999,0,0,0,0,140,0,"POINT (-86.94205 31.43126)"
